사고다발지fid,사고다발지id,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤,구분
6814717,2023018,4413310200,44133001,충청남도 천안시 서북구1,충청남도 천안시 서북구 성정동(자전거스페이스 부근),4,6,0,4,2,0,127.136590591455,36.822043899365,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.13838722,36.8220439],[127.1383527,36.82176332],[127.13825046,36.82149352],[127.13808444,36.82124487],[127.137861,36.82102693],[127.13758875,36.82084807],[127.13727813,36.82071516],[127.1369411,36.82063332],[127.13659059,36.82060568],[127.13624009,36.82063332],[127.13590305,36.82071516],[127.13559244,36.82084807],[127.13532018,36.82102693],[127.13509675,36.82124487],[127.13493072,36.82149352],[127.13482848,36.82176332],[127.13479396,36.8220439],[127.13482848,36.82232448],[127.13493072,36.82259427],[127.13509675,36.82284292],[127.13532018,36.82306086],[127.13559244,36.82323971],[127.13590305,36.82337262],[127.13624009,36.82345446],[127.13659059,36.82348209],[127.1369411,36.82345446],[127.13727813,36.82337262],[127.13758875,36.82323971],[127.137861,36.82306086],[127.13808444,36.82284292],[127.13825046,36.82259427],[127.1383527,36.82232448],[127.13838722,36.8220439]]]]}",음주운전 사고다발지역
6814916,2023018,4413310700,44133002,충청남도 천안시 서북구2,충청남도 천안시 서북구 쌍용동(달천한의원 부근),3,11,1,6,4,0,127.128642875121,36.796057105225,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.13043951,36.79605711],[127.13040498,36.79577643],[127.13030275,36.79550654],[127.13013672,36.79525781],[127.12991328,36.79503979],[127.12964103,36.79486087],[127.12933042,36.79472792],[127.12899338,36.79464604],[127.12864288,36.7946184],[127.12829237,36.79464604],[127.12795533,36.79472792],[127.12764472,36.79486087],[127.12737247,36.79503979],[127.12714903,36.79525781],[127.126983,36.79550654],[127.12688077,36.79577643],[127.12684624,36.79605711],[127.12688077,36.79633778],[127.126983,36.79660767],[127.12714903,36.7968564],[127.12737247,36.79707441],[127.12764472,36.79725332],[127.12795533,36.79738627],[127.12829237,36.79746814],[127.12864288,36.79749578],[127.12899338,36.79746814],[127.12933042,36.79738627],[127.12964103,36.79725332],[127.12991328,36.79707441],[127.13013672,36.7968564],[127.13030275,36.79660767],[127.13040498,36.79633778],[127.13043951,36.79605711]]]]}",음주운전 사고다발지역
6814832,2023018,4413310800,44133003,충청남도 천안시 서북구3,충청남도 천안시 서북구 불당동(원형육교사거리 부근),3,7,0,4,2,1,127.112248856748,36.80177418303,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.11404549,36.80177418],[127.11401097,36.80149353],[127.11390873,36.80122366],[127.1137427,36.80097494],[127.11351927,36.80075694],[127.11324701,36.80057803],[127.1129364,36.80044509],[127.11259936,36.80036323],[127.11224886,36.80033558],[127.11189835,36.80036323],[127.11156132,36.80044509],[127.1112507,36.80057803],[127.11097845,36.80075694],[127.11075501,36.80097494],[127.11058899,36.80122366],[127.11048675,36.80149353],[127.11045223,36.80177418],[127.11048675,36.80205484],[127.11058899,36.8023247],[127.11075501,36.80257341],[127.11097845,36.80279141],[127.1112507,36.80297031],[127.11156132,36.80310325],[127.11189835,36.80318511],[127.11224886,36.80321275],[127.11259936,36.80318511],[127.1129364,36.80310325],[127.11324701,36.80297031],[127.11351927,36.80279141],[127.1137427,36.80257341],[127.11390873,36.8023247],[127.11401097,36.80205484],[127.11404549,36.80177418]]]]}",음주운전 사고다발지역
6814931,2023018,4413310400,44133004,충청남도 천안시 서북구4,충청남도 천안시 서북구 두정동(고용노동부천안지청 부근),3,6,0,4,2,0,127.13362114438,36.833393232785,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.13541777,36.83339323],[127.13538325,36.83311269],[127.13528101,36.83284294],[127.13511499,36.83259432],[127.13489155,36.83237641],[127.1346193,36.83219758],[127.13430869,36.83206469],[127.13397165,36.83198286],[127.13362114,36.83195523],[127.13327064,36.83198286],[127.1329336,36.83206469],[127.13262299,36.83219758],[127.13235073,36.83237641],[127.1321273,36.83259432],[127.13196127,36.83284294],[127.13185904,36.83311269],[127.13182451,36.83339323],[127.13185904,36.83367377],[127.13196127,36.83394353],[127.1321273,36.83419213],[127.13235073,36.83441004],[127.13262299,36.83458887],[127.1329336,36.83472175],[127.13327064,36.83480358],[127.13362114,36.83483121],[127.13397165,36.83480358],[127.13430869,36.83472175],[127.1346193,36.83458887],[127.13489155,36.83441004],[127.13511499,36.83419213],[127.13528101,36.83394353],[127.13538325,36.83367377],[127.13541777,36.83339323]]]]}",음주운전 사고다발지역
6814997,2023018,4413310400,44133005,충청남도 천안시 서북구5,충청남도 천안시 서북구 두정동(원두정먹거리공원 부근),3,4,0,4,0,0,127.137216540714,36.831961916417,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.13901317,36.83196192],[127.13897865,36.83168137],[127.13887641,36.83141161],[127.13871038,36.83116299],[127.13848695,36.83094508],[127.1382147,36.83076624],[127.13790408,36.83063335],[127.13756705,36.83055152],[127.13721654,36.83052389],[127.13686604,36.83055152],[127.136529,36.83063335],[127.13621839,36.83076624],[127.13594613,36.83094508],[127.1357227,36.83116299],[127.13555667,36.83141161],[127.13545443,36.83168137],[127.13541991,36.83196192],[127.13545443,36.83224246],[127.13555667,36.83251222],[127.1357227,36.83276083],[127.13594613,36.83297874],[127.13621839,36.83315758],[127.136529,36.83329046],[127.13686604,36.83337229],[127.13721654,36.83339992],[127.13756705,36.83337229],[127.13790408,36.83329046],[127.1382147,36.83315758],[127.13848695,36.83297874],[127.13871038,36.83276083],[127.13887641,36.83251222],[127.13897865,36.83224246],[127.13901317,36.83196192]]]]}",음주운전 사고다발지역
6814949,2023018,4413310200,44133006,충청남도 천안시 서북구6,충청남도 천안시 서북구 성정동(백석사거리 부근),3,8,0,3,4,1,127.131224945684,36.818601812909,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.13302158,36.81860181],[127.13298705,36.81832122],[127.13288482,36.81805141],[127.13271879,36.81780275],[127.13249536,36.8175848],[127.1322231,36.81740593],[127.13191249,36.81727301],[127.13157545,36.81719117],[127.13122495,36.81716353],[127.13087444,36.81719117],[127.1305374,36.81727301],[127.13022679,36.81740593],[127.12995454,36.8175848],[127.1297311,36.81780275],[127.12956508,36.81805141],[127.12946284,36.81832122],[127.12942832,36.81860181],[127.12946284,36.8188824],[127.12956508,36.81915221],[127.1297311,36.81940087],[127.12995454,36.81961882],[127.13022679,36.81979768],[127.1305374,36.81993059],[127.13087444,36.82001243],[127.13122495,36.82004007],[127.13157545,36.82001243],[127.13191249,36.81993059],[127.1322231,36.81979768],[127.13249536,36.81961882],[127.13271879,36.81940087],[127.13288482,36.81915221],[127.13298705,36.8188824],[127.13302158,36.81860181]]]]}",음주운전 사고다발지역
6814805,2023018,4413310400,44133007,충청남도 천안시 서북구7,충청남도 천안시 서북구 두정동(서부대로사거리 부근),3,5,0,3,2,0,127.132756745289,36.826539442794,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.13455338,36.82653944],[127.13451885,36.82625888],[127.13441662,36.8259891],[127.13425059,36.82574046],[127.13402715,36.82552253],[127.1337549,36.82534368],[127.13344429,36.82521078],[127.13310725,36.82512894],[127.13275675,36.82510131],[127.13240624,36.82512894],[127.1320692,36.82521078],[127.13175859,36.82534368],[127.13148634,36.82552253],[127.1312629,36.82574046],[127.13109688,36.8259891],[127.13099464,36.82625888],[127.13096011,36.82653944],[127.13099464,36.82682001],[127.13109688,36.82708979],[127.1312629,36.82733842],[127.13148634,36.82755634],[127.13175859,36.82773519],[127.1320692,36.82786808],[127.13240624,36.82794992],[127.13275675,36.82797755],[127.13310725,36.82794992],[127.13344429,36.82786808],[127.1337549,36.82773519],[127.13402715,36.82755634],[127.13425059,36.82733842],[127.13441662,36.82708979],[127.13451885,36.82682001],[127.13455338,36.82653944]]]]}",음주운전 사고다발지역
6814996,2023018,4413310200,44133008,충청남도 천안시 서북구8,충청남도 천안시 서북구 성정동(구상골사거리 부근),3,4,0,3,1,0,127.135486424873,36.818434659188,"{""type"":""MultiPolygon"",""coordinates"":[[[[127.13728306,36.81843466],[127.13724853,36.81815407],[127.1371463,36.81788425],[127.13698027,36.81763559],[127.13675683,36.81741764],[127.13648458,36.81723877],[127.13617397,36.81710586],[127.13583693,36.81702401],[127.13548642,36.81699637],[127.13513592,36.81702401],[127.13479888,36.81710586],[127.13448827,36.81723877],[127.13421602,36.81741764],[127.13399258,36.81763559],[127.13382655,36.81788425],[127.13372432,36.81815407],[127.13368979,36.81843466],[127.13372432,36.81871525],[127.13382655,36.81898506],[127.13399258,36.81923372],[127.13421602,36.81945166],[127.13448827,36.81963053],[127.13479888,36.81976344],[127.13513592,36.81984528],[127.13548642,36.81987292],[127.13583693,36.81984528],[127.13617397,36.81976344],[127.13648458,36.81963053],[127.13675683,36.81945166],[127.13698027,36.81923372],[127.1371463,36.81898506],[127.13724853,36.81871525],[127.13728306,36.81843466]]]]}",음주운전 사고다발지역
6931210,2024049,4413111800,44131001,충남 천안시 동남구1,충남 천안시 동남구 신부동(방죽안오거리 부근),3,3,0,3,0,0,127.151938453345,36.818885104776,"{""type"":""Polygon"",""coordinates"":[[[127.15373508,36.81866377],[127.15370056,36.81838196],[127.15359832,36.81811099],[127.1534323,36.81786126],[127.15320886,36.81764237],[127.15293661,36.81746273],[127.15262599,36.81732924],[127.15228896,36.81724704],[127.15193845,36.81721929],[127.15158795,36.81724704],[127.15125091,36.81732924],[127.1509403,36.81746273],[127.15066804,36.81764237],[127.15044461,36.81786126],[127.15027858,36.81811099],[127.15017634,36.81838196],[127.15014182,36.81866377],[127.15017634,36.81894557],[127.15027858,36.81921654],[127.15044461,36.81946626],[127.15066804,36.81968515],[127.1509403,36.81986478],[127.15125091,36.81999827],[127.15158795,36.82008046],[127.15193845,36.82010822],[127.15228896,36.82008046],[127.15262599,36.81999827],[127.15293661,36.81986478],[127.15320886,36.81968515],[127.1534323,36.81946626],[127.15359832,36.81921654],[127.15370056,36.81894557],[127.15373508,36.81866377]]]}",음주운전 사고다발지역
6931172,2024049,4413310200,44133001,충남 천안시 서북구1,충남 천안시 서북구 성정동(슬기샘어린이집 부근),4,6,0,4,2,0,127.136821367116,36.82185078948,"{""type"":""Polygon"",""coordinates"":[[[127.138618,36.82162941],[127.13858348,36.82134762],[127.13848124,36.82107666],[127.13831521,36.82082694],[127.13809178,36.82060806],[127.13781952,36.82042842],[127.13750891,36.82029494],[127.13717187,36.82021275],[127.13682137,36.82018499],[127.13647086,36.82021275],[127.13613383,36.82029494],[127.13582321,36.82042842],[127.13555096,36.82060806],[127.13532752,36.82082694],[127.1351615,36.82107666],[127.13505926,36.82134762],[127.13502474,36.82162941],[127.13505926,36.8219112],[127.1351615,36.82218216],[127.13532752,36.82243188],[127.13555096,36.82265076],[127.13582321,36.82283039],[127.13613383,36.82296386],[127.13647086,36.82304605],[127.13682137,36.82307381],[127.13717187,36.82304605],[127.13750891,36.82296386],[127.13781952,36.82283039],[127.13809178,36.82265076],[127.13831521,36.82243188],[127.13848124,36.82218216],[127.13858348,36.8219112],[127.138618,36.82162941]]]}",음주운전 사고다발지역
6931139,2024049,4413310200,44133002,충남 천안시 서북구2,충남 천안시 서북구 성정동(백석사거리 부근),3,10,0,3,6,1,127.131382183155,36.81971560992,"{""type"":""Polygon"",""coordinates"":[[[127.13317881,36.81949426],[127.13314429,36.81921246],[127.13304205,36.81894149],[127.13287603,36.81869176],[127.13265259,36.81847287],[127.13238034,36.81829324],[127.13206972,36.81815975],[127.13173269,36.81807755],[127.13138218,36.8180498],[127.13103168,36.81807755],[127.13069464,36.81815975],[127.13038403,36.81829324],[127.13011177,36.81847287],[127.12988834,36.81869176],[127.12972231,36.81894149],[127.12962007,36.81921246],[127.12958555,36.81949426],[127.12962007,36.81977606],[127.12972231,36.82004703],[127.12988834,36.82029675],[127.13011177,36.82051563],[127.13038403,36.82069527],[127.13069464,36.82082875],[127.13103168,36.82091094],[127.13138218,36.8209387],[127.13173269,36.82091094],[127.13206972,36.82082875],[127.13238034,36.82069527],[127.13265259,36.82051563],[127.13287603,36.82029675],[127.13304205,36.82004703],[127.13314429,36.81977606],[127.13317881,36.81949426]]]}",음주운전 사고다발지역
6931082,2024049,4413310700,44133003,충남 천안시 서북구3,충남 천안시 서북구 쌍용동(시온약국 부근),3,7,0,4,3,0,127.127974091642,36.795279752245,"{""type"":""Polygon"",""coordinates"":[[[127.12977072,36.79505871],[127.1297362,36.79477682],[127.12963396,36.79450576],[127.12946794,36.79425596],[127.1292445,36.794037],[127.12897225,36.7938573],[127.12866163,36.79372377],[127.1283246,36.79364155],[127.12797409,36.79361378],[127.12762359,36.79364155],[127.12728655,36.79372377],[127.12697594,36.7938573],[127.12670368,36.794037],[127.12648025,36.79425596],[127.12631422,36.79450576],[127.12621198,36.79477682],[127.12617746,36.79505871],[127.12621198,36.7953406],[127.12631422,36.79561165],[127.12648025,36.79586146],[127.12670368,36.79608041],[127.12697594,36.7962601],[127.12728655,36.79639363],[127.12762359,36.79647585],[127.12797409,36.79650361],[127.1283246,36.79647585],[127.12866163,36.79639363],[127.12897225,36.7962601],[127.1292445,36.79608041],[127.12946794,36.79586146],[127.12963396,36.79561165],[127.1297362,36.7953406],[127.12977072,36.79505871]]]}",음주운전 사고다발지역
6931048,2024049,4413310800,44133004,충남 천안시 서북구4,충남 천안시 서북구 불당동(왕십리곱창구이 부근),3,7,0,4,2,1,127.111771171007,36.802025035522,"{""type"":""Polygon"",""coordinates"":[[[127.1135678,36.80180391],[127.11353328,36.80152204],[127.11343104,36.80125101],[127.11326501,36.80100122],[127.11304158,36.80078228],[127.11276933,36.8006026],[127.11245871,36.80046909],[127.11212168,36.80038687],[127.11177117,36.80035911],[127.11142067,36.80038687],[127.11108363,36.80046909],[127.11077302,36.8006026],[127.11050076,36.80078228],[127.11027733,36.80100122],[127.1101113,36.80125101],[127.11000906,36.80152204],[127.10997454,36.80180391],[127.11000906,36.80208577],[127.1101113,36.8023568],[127.11027733,36.80260658],[127.11050076,36.80282552],[127.11077302,36.80300519],[127.11108363,36.80313871],[127.11142067,36.80322092],[127.11177117,36.80324868],[127.11212168,36.80322092],[127.11245871,36.80313871],[127.11276933,36.80300519],[127.11304158,36.80282552],[127.11326501,36.80260658],[127.11343104,36.8023568],[127.11353328,36.80208577],[127.1135678,36.80180391]]]}",음주운전 사고다발지역
6931262,2024049,4413310400,44133005,충남 천안시 서북구5,충남 천안시 서북구 두정동(TMS테마술집 부근),3,7,0,3,4,0,127.136836581494,36.831681302809,"{""type"":""Polygon"",""coordinates"":[[[127.13863321,36.8314598],[127.13859869,36.83117805],[127.13849645,36.83090712],[127.13833043,36.83065743],[127.13810699,36.83043858],[127.13783474,36.83025897],[127.13752412,36.8301255],[127.13718709,36.83004332],[127.13683658,36.83001557],[127.13648608,36.83004332],[127.13614904,36.8301255],[127.13583843,36.83025897],[127.13556617,36.83043858],[127.13534274,36.83065743],[127.13517671,36.83090712],[127.13507447,36.83117805],[127.13503995,36.8314598],[127.13507447,36.83174156],[127.13517671,36.83201248],[127.13534274,36.83226216],[127.13556617,36.83248101],[127.13583843,36.83266062],[127.13614904,36.83279408],[127.13648608,36.83287626],[127.13683658,36.83290401],[127.13718709,36.83287626],[127.13752412,36.83279408],[127.13783474,36.83266062],[127.13810699,36.83248101],[127.13833043,36.83226216],[127.13849645,36.83201248],[127.13859869,36.83174156],[127.13863321,36.8314598]]]}",음주운전 사고다발지역
6931181,2024049,4413310800,44133006,충남 천안시 서북구6,충남 천안시 서북구 불당동(천안백제약국 부근),3,5,0,3,2,0,127.107521857994,36.812057930656,"{""type"":""Polygon"",""coordinates"":[[[127.10931849,36.81183668],[127.10928397,36.81155485],[127.10918173,36.81128385],[127.1090157,36.8110341],[127.10879227,36.81081519],[127.10852001,36.81063553],[127.1082094,36.81050203],[127.10787236,36.81041983],[127.10752186,36.81039207],[127.10717135,36.81041983],[127.10683432,36.81050203],[127.1065237,36.81063553],[127.10625145,36.81081519],[127.10602801,36.8110341],[127.10586199,36.81128385],[127.10575975,36.81155485],[127.10572523,36.81183668],[127.10575975,36.8121185],[127.10586199,36.8123895],[127.10602801,36.81263925],[127.10625145,36.81285815],[127.1065237,36.8130378],[127.10683432,36.8131713],[127.10717135,36.8132535],[127.10752186,36.81328126],[127.10787236,36.8132535],[127.1082094,36.8131713],[127.10852001,36.8130378],[127.10879227,36.81285815],[127.1090157,36.81263925],[127.10918173,36.8123895],[127.10928397,36.8121185],[127.10931849,36.81183668]]]}",음주운전 사고다발지역
6931136,2024049,4413310200,44133007,충남 천안시 서북구7,충남 천안시 서북구 성정동(구상골사거리 부근),3,4,0,3,1,0,127.135727208345,36.818493992283,"{""type"":""Polygon"",""coordinates"":[[[127.13752384,36.81827266],[127.13748932,36.81799086],[127.13738708,36.81771988],[127.13722105,36.81747015],[127.13699762,36.81725126],[127.13672536,36.81707161],[127.13641475,36.81693813],[127.13607771,36.81685593],[127.13572721,36.81682817],[127.1353767,36.81685593],[127.13503967,36.81693813],[127.13472905,36.81707161],[127.1344568,36.81725126],[127.13423336,36.81747015],[127.13406734,36.81771988],[127.1339651,36.81799086],[127.13393058,36.81827266],[127.1339651,36.81855446],[127.13406734,36.81882543],[127.13423336,36.81907516],[127.1344568,36.81929405],[127.13472905,36.81947368],[127.13503967,36.81960716],[127.1353767,36.81968936],[127.13572721,36.81971712],[127.13607771,36.81968936],[127.13641475,36.81960716],[127.13672536,36.81947368],[127.13699762,36.81929405],[127.13722105,36.81907516],[127.13738708,36.81882543],[127.13748932,36.81855446],[127.13752384,36.81827266]]]}",음주운전 사고다발지역
6787637,2022048,4413110500,44131001,충청남도 천안시 동남구1,충청남도 천안시 동남구 영성동(천안고가차도 부근),5,8,0,5,3,0,127.151194498029,36.798745948767,"{""type"":""Polygon"",""coordinates"":[[[127.15209281,36.79874595],[127.15207555,36.79860562],[127.15202443,36.79847068],[127.15194142,36.79834631],[127.1518297,36.79823731],[127.15169358,36.79814785],[127.15153827,36.79808138],[127.15136975,36.79804045],[127.1511945,36.79802662],[127.15101925,36.79804045],[127.15085073,36.79808138],[127.15069542,36.79814785],[127.15055929,36.79823731],[127.15044758,36.79834631],[127.15036456,36.79847068],[127.15031344,36.79860562],[127.15029618,36.79874595],[127.15031344,36.79888628],[127.15036456,36.79902122],[127.15044758,36.79914558],[127.15055929,36.79925458],[127.15069542,36.79934404],[127.15085073,36.79941051],[127.15101925,36.79945144],[127.1511945,36.79946527],[127.15136975,36.79945144],[127.15153827,36.79941051],[127.15169358,36.79934404],[127.1518297,36.79925458],[127.15194142,36.79914558],[127.15202443,36.79902122],[127.15207555,36.79888628],[127.15209281,36.79874595]]]}",화물차 사고다발지역
6827371,2023054,4413110400,44131001,충남 천안시 동남구1,충남 천안시 동남구 사직동(에베소교회 부근),4,7,0,4,3,0,127.151729797188,36.799354205597,"{""type"":""Polygon"",""coordinates"":[[[127.15262811,36.79935421],[127.15261085,36.79921387],[127.15255973,36.79907894],[127.15247672,36.79895457],[127.152365,36.79884557],[127.15222887,36.79875611],[127.15207357,36.79868964],[127.15190505,36.79864871],[127.1517298,36.79863489],[127.15155454,36.79864871],[127.15138603,36.79868964],[127.15123072,36.79875611],[127.15109459,36.79884557],[127.15098288,36.79895457],[127.15089986,36.79907894],[127.15084874,36.79921387],[127.15083148,36.79935421],[127.15084874,36.79949454],[127.15089986,36.79962948],[127.15098288,36.79975383],[127.15109459,36.79986284],[127.15123072,36.79995229],[127.15138603,36.80001876],[127.15155454,36.8000597],[127.1517298,36.80007352],[127.15190505,36.8000597],[127.15207357,36.80001876],[127.15222887,36.79995229],[127.152365,36.79986284],[127.15247672,36.79975383],[127.15255973,36.79962948],[127.15261085,36.79949454],[127.15262811,36.79935421]]]}",화물차 사고다발지역
